"Sexo","Edades","Largos","Pesos","HCraneo"
1,0.5,49.18,3.25,36.6
1,0.5,51.77,4.11,36.63
1,0.5,52.57,3.56,37.16
1,0.5,52,3.29,36.48
1,0.5,52.74,4.92,36.87
1,0.5,52.2,3.63,38.47
1,0.5,55.17,3.36,35
1,0.5,52.38,3.99,34.74
1,0.5,51.42,3.63,39.21
1,0.5,49.89,4.22,36.87
1,0.5,55.28,4.06,35.54
1,0.5,49.39,3.96,36.26
1,0.5,56.14,3.14,38.48
1,0.5,58.39,4.14,38.51
1,0.5,58.88,2.77,37.66
1,0.5,51.28,3.96,38.85
1,0.5,52.65,3.66,35.99
1,0.5,49.12,3.17,37.96
1,0.5,53.18,3.42,37.53
1,0.5,53.99,2.71,37.29
1,0.5,57.27,3.31,36.88
1,0.5,51.85,4.01,39.38
1,0.5,49.19,3.99,38.63
1,0.5,53.56,3.67,36.92
1,0.5,53.23,3.84,37.77
1,0.5,54.62,3.3,40.28
1,0.5,50.8,4.87,36.01
1,0.5,52.38,4.09,39.68
1,0.5,55.74,3.97,35.28
1,0.5,50.52,3.31,39.62
1,0.5,46.73,4.2,33.93
1,0.5,52.13,3.48,39.17
1,0.5,46.69,4.54,39.42
1,0.5,57.69,4.46,36.86
1,0.5,57.15,4.75,35.96
1,0.5,52.49,2.44,37.26
1,0.5,51.25,3.18,36.72
1,0.5,51.24,2.51,34.04
1,0.5,54.12,4.35,36.37
1,0.5,53.83,4.09,33.92
1,0.5,54.42,5.12,35.62
1,0.5,52.78,3.8,38.36
1,0.5,52.04,5.46,35.11
1,0.5,54.33,4.18,38.74
1,0.5,49,2.29,36.77
1,0.5,50.8,4.62,39.02
1,0.5,52.45,4.42,37.17
1,0.5,53.9,4.61,38.75
1,0.5,57.21,3.91,39.34
1,0.5,52.51,3.4,35.59
1,0.5,47.65,4.5,38.15
1,0.5,53.75,5.39,39.1
1,0.5,54.29,3.81,37.38
1,0.5,54.79,4.48,39.96
1,0.5,50.64,3.8,38.04
1,0.5,54.77,3.93,37.72
1,0.5,53.41,4.13,36.74
1,0.5,52.91,4.39,35.47
1,0.5,53.74,3.58,35.48
1,0.5,54.61,4.3,35.32
1,0.5,54.09,4.36,35.02
1,0.5,52.36,4.86,37.98
1,0.5,54.78,3.66,38.49
1,0.5,52.02,3.84,35.23
1,0.5,52.47,4.86,37.11
1,0.5,54.24,3.44,37.54
1,0.5,57.87,3.88,36.82
1,0.5,48.9,5,38.81
1,0.5,53.05,4.84,38.23
1,0.5,51.11,3.55,37.94
1,0.5,50.9,3.96,39.71
1,0.5,55.26,4.3,36.05
1,0.5,54.67,3.29,36.6
1,0.5,54,4.2,36.47
1,0.5,53.38,3.59,36.7
1,0.5,55.61,4.28,35.4
1,0.5,54.7,2.79,37.69
1,0.5,47.8,3.73,35.55
1,0.5,53.12,4.22,40.08
1,0.5,54.06,4.48,38.36
1,0.5,54.97,4.36,39.65
1,0.5,49.82,2.95,37.62
1,0.5,52.04,4.22,35.98
1,0.5,53.41,3.86,37.15
1,0.5,49.55,4.44,37.64
1,0.5,57.09,3.61,40.28
1,0.5,50.92,4.41,37.6
1,0.5,53.49,2.97,37.09
1,0.5,48.93,4.43,36.36
1,0.5,55.65,4,39.56
1,0.5,48.95,4.15,37.36
1,0.5,50.89,3.93,36.97
1,0.5,52.15,4.29,38.6
1,0.5,56.7,4.02,37.13
1,0.5,51.3,3.95,38.88
1,0.5,54.29,3.54,33.85
1,0.5,50.22,4.75,34.71
1,0.5,47.53,3.62,37.07
1,0.5,50.52,3.95,38.15
1,0.5,52.99,3.78,37.81
1,0.5,50.41,3.67,34.46
1,0.5,58.11,4.22,38.55
1,0.5,51.01,3.44,35.84
1,0.5,53.94,5.28,35.24
1,0.5,53.66,3.05,37.17
1,0.5,58.42,3.96,37.95
1,0.5,52.34,4.65,38.44
1,0.5,53.77,4.29,36.89
1,0.5,56.01,4.37,36.78
1,0.5,50.14,3.42,35.63
1,0.5,50.87,4.4,35.93
1,0.5,55.91,4.2,35.03
1,0.5,53.87,4.32,37.35
1,0.5,50.03,4.69,37.45
1,0.5,53.6,2.9,38.63
1,0.5,54.35,3.38,37.42
1,0.5,53.45,3.5,35.48
1,0.5,55.74,3.65,37.43
1,0.5,50.56,3.17,37.78
1,0.5,52.15,4.88,39.17
1,0.5,52.07,3.38,37.67
1,0.5,55.83,4.23,36.39
1,0.5,49.53,4.28,36.65
1,0.5,48.24,3.79,37.36
1,0.5,55.45,3.58,39.12
1,0.5,51.19,3.37,36.05
1,0.5,50.85,3.85,37.36
1,0.5,54.89,3.77,34.39
1,0.5,55.12,3.98,36.48
1,0.5,54.02,4.66,39.74
1,0.5,52.58,4.17,39.33
1,0.5,52.88,4.24,36.65
1,0.5,49.88,3.21,39.33
1,0.5,50.73,4.06,39.43
1,0.5,51.83,4.15,35.06
1,0.5,52.43,2.57,39.86
1,0.5,51.6,4.29,38.95
1,0.5,51.72,4.35,33.84
1,0.5,53.37,3.82,37.69
1,0.5,52.68,4.74,36.37
1,0.5,54.06,3.43,37.18
1,0.5,51.58,3.87,36.51
1,0.5,51.49,4.65,36.44
1,0.5,47.11,3.08,38.61
1,0.5,52.66,3.28,38.44
1,0.5,52.18,2.88,34.92
1,0.5,52.41,3.99,36.51
1,0.5,50.97,3.16,36.47
1,0.5,54.39,4.56,35.96
1,0.5,51.44,3.78,38.31
1,0.5,52.12,2.91,38.46
1,0.5,57.07,4.4,34.56
1,0.5,51.02,3.63,39.83
1,0.5,53.15,2.17,36.34
1,0.5,50.51,4.15,37.66
1,0.5,50.39,3.33,35.8
1,0.5,52.01,4.12,34.57
1,0.5,45.37,4.31,37.98
1,0.5,50.22,3.33,35.71
1,0.5,51.22,3.54,38.29
1,0.5,57.25,3.75,36.7
1,0.5,58.89,4.05,34.65
1,0.5,54.75,3.02,39.16
1,0.5,51.26,3.73,36.97
1,0.5,51.11,4.08,36.82
1,0.5,52.46,3.7,36.4
1,0.5,56.65,5.77,38.68
1,0.5,46.67,4.38,36.11
1,0.5,57.21,3.67,35.94
1,0.5,51.96,3.39,35.03
1,0.5,52.84,4.33,36.99
1,0.5,51.95,4.31,37.92
1,0.5,49.47,3.4,38.89
1,0.5,51.52,4.13,40.47
1,0.5,55.1,4.01,38.48
1,0.5,51.86,5.54,36.06
1,0.5,52.03,4.34,37.81
1,0.5,52.28,3.41,35.67
1,0.5,49.69,4.2,36.71
1,0.5,51.99,4.13,38.23
1,0.5,56.18,4.45,36.92
1,0.5,53.2,3.89,36.04
1,0.5,43.71,3.38,33.92
1,0.5,51.76,3.47,35.01
1,0.5,55.81,4.68,35.66
1,0.5,51.62,3.87,38.43
1,0.5,57.54,4.51,34.63
1,0.5,51.75,2.43,37.3
1,0.5,58.19,2.57,38.17
1,0.5,50.91,4.74,37.53
1,0.5,53.19,2.87,35.22
1,0.5,55.43,4.81,37.41
1,0.5,55.23,4.71,35.12
1,0.5,53.87,4.04,39.25
1,0.5,55.3,3.96,35.31
1,0.5,50.09,4.16,37.62
1,0.5,52.5,4.35,34.74
1,0.5,56.43,3.71,36.73
1,0.5,53.35,4.35,39.06
1,0.5,53.55,3.07,39.83
1,0.5,53.43,3.5,34.11
1,0.5,54.37,3.83,39.22
1,0.5,50.25,4.33,37.78
1,0.5,52.87,3.95,36.44
1,0.5,52.8,3.76,39.02
1,0.5,50.53,3.84,40.5
1,0.5,54.45,4.6,38.27
1,0.5,54.66,4.68,36.61
1,0.5,54.01,4.3,37.43
1,0.5,54.7,3.18,36.2
1,0.5,49.7,4.36,37.95
1,0.5,51.91,3.82,37.96
1,0.5,50.81,3.74,38.54
1,0.5,53.39,3.17,38.31
1,0.5,53.45,3.82,36.97
1,0.5,53.5,4.87,38.44
1,0.5,46.09,3.6,35.32
1,0.5,53.6,3.97,38.19
1,0.5,56.88,4.68,38.4
1,0.5,55.58,4.54,35.64
1,0.5,51.57,4.32,36.29
1,0.5,54.49,3.03,37.4
1,0.5,53.82,4.65,38.7
1,0.5,56.45,4.66,37.62
1,0.5,53.07,4.36,36.92
1,0.5,55.35,3.71,36.5
1,0.5,54.27,5.17,39.77
1,0.5,49.93,3.25,37.09
1,0.5,53.03,4.72,39.27
1,0.5,56.79,3.81,37.6
1,0.5,48.41,4.42,37.15
1,0.5,50.49,3.94,38.15
1,0.5,52.05,3.53,36.84
1,0.5,54.05,4.21,37.64
1,0.5,52.2,3.34,32.61
1,0.5,55.31,5.34,34.12
1,0.5,57.11,2.56,35.77
1,0.5,50.42,4.51,39.36
1,0.5,50.89,4.42,36.92
1,0.5,55.74,3.21,34.17
1,0.5,49.88,3.45,36.95
1,0.5,53.11,3.14,37.09
1,0.5,52.02,3.53,37.01
1,0.5,50.53,3.75,38.15
1,0.5,55.07,3.89,36.03
1,0.5,53.29,4.42,37.51
1,0.5,50.96,4.62,36.68
1,0.5,54.98,3.09,34.53
1,0.5,51.98,4.05,37.95
1,0.5,55.99,3.12,37.01
1,0.5,55.31,3.51,38.68
1,0.5,54.29,3.6,38.17
1,0.5,53.61,4.86,37.9
1,0.5,55.52,3.81,39.09
1,0.5,47.79,4.27,37.01
1,0.5,54.06,5.43,39.54
1,0.5,48.38,3.97,34.84
1,0.5,52.44,4,39.34
1,0.5,53.98,3.6,36.76
1,0.5,54.44,4.55,34.35
1,0.5,53.34,4.37,38.76
1,0.5,51.74,3.83,38.28
1,0.5,53.05,4.65,36.79
1,0.5,48.02,3.54,36.02
1,0.5,50.4,4.08,38.84
1,0.5,52.16,4.22,39.91
1,0.5,54.45,3.13,44.08
1,0.5,49.81,4.17,39.11
1,0.5,51.82,3.99,36.04
1,0.5,54.19,4.09,36.72
1,0.5,54.3,3.2,36.41
1,0.5,53.07,3.84,35.52
1,0.5,47.98,4.02,37.39
1,0.5,52.5,3.91,35.88
1,0.5,50.9,3.55,38.02
1,0.5,53.83,4.23,39.63
1,0.5,51.26,4.65,37.52
1,0.5,51.74,3.69,35.34
1,0.5,52.71,3.88,38.04
1,0.5,53.58,2.15,39.5
1,0.5,48.86,3.94,37.39
1,0.5,55.88,4.1,37.32
1,0.5,47.16,4.34,35.14
1,0.5,54.7,3.54,36.47
1,0.5,53.97,3,38.59
1,0.5,51.91,4.69,39.87
1,0.5,55.99,3.97,37.25
1,0.5,48.32,5.07,37.64
1,0.5,53.76,3.59,35.52
1,0.5,56.91,4.88,38.48
1,0.5,52.68,3.62,36.81
1,0.5,55.73,3.86,39.01
1,0.5,51.44,3.99,35.17
1,0.5,52.96,3.63,37.22
1,0.5,53.34,5.16,38.19
1,0.5,49.04,3.09,35.19
1,0.5,52.03,4.09,36.45
1,0.5,53.23,5.07,38.04
1,0.5,53.38,4.98,37.1
1,0.5,56.11,3.78,37.21
1,0.5,49.32,3.96,34.36
1,0.5,49.66,4.3,35.02
1,0.5,48.08,4.49,37.22
1,0.5,51.52,4.24,38.16
1,0.5,53.2,3.7,36.85
1,0.5,51.44,3.27,37.54
1,0.5,53.78,4.44,36.75
1,0.5,53.27,3.16,36.81
1,0.5,50.27,2.83,36.82
1,0.5,49.65,3.01,39.23
1,0.5,54.94,4.73,36.62
1,0.5,50.87,4.61,38.04
1,0.5,58.06,4.44,35.22
1,0.5,56.15,4.14,39.31
1,0.5,52.24,4.65,37.07
1,0.5,55.81,4.83,35.27
1,0.5,54.6,3.19,35.35
1,0.5,48.86,4.24,37.77
1,0.5,53.9,3.45,37.47
1,0.5,57.99,3.02,38.42
1,0.5,52.86,4.12,37.21
1,0.5,49.68,3.98,38.36
1,0.5,52.28,3.08,36.89
1,0.5,58.25,4.64,38.62
1,0.5,51.17,4.37,38.13
1,0.5,50.64,4.64,35.34
1,0.5,55.57,3.83,33.92
1,0.5,55.91,3.58,32.9
1,0.5,50.98,4.3,35.66
1,0.5,51.28,3.64,36.39
1,0.5,50.49,5.04,38.23
1,0.5,60.01,5.08,38.77
1,0.5,52.41,4.33,39.76
1,0.5,54.24,3.83,37.37
1,0.5,53.62,4.35,39.11
1,0.5,51.14,4.59,35.22
1,0.5,49.72,4.28,37.57
1,0.5,52.47,4.79,36.32
1,0.5,53.61,4.16,38.36
1,0.5,51.39,5.07,35.65
1,0.5,50.34,4.38,39.16
1,0.5,49,4.73,39.25
1,0.5,54.83,4.56,38.78
1,0.5,55.58,3.43,37.19
1,0.5,55.28,4.57,35.8
1,0.5,52.12,4.16,37.82
1,0.5,48.58,3.35,37.25
1,0.5,51.23,3.69,36.48
1,0.5,52.81,3.82,35.55
1,0.5,56.42,4.47,38.03
1,0.5,51.54,2.88,35.13
1,0.5,48.44,3.83,37.33
1,0.5,52.44,4.08,38.91
1,0.5,56.42,3.23,38.34
1,0.5,56.46,4.7,34.42
1,0.5,55.71,3.88,37.81
1,0.5,52.8,3.5,38.73
1,0.5,54.54,4.5,40.36
1,0.5,55.65,3.39,36.72
1,0.5,53.08,4.07,39.04
1,0.5,53.32,4.74,38.4
1,0.5,53.98,4.09,38.41
1,0.5,50.43,4.49,37.14
1,0.5,52.14,3.97,37.06
1,0.5,51.68,3.68,37.63
1,0.5,53.2,4.28,38.78
1,0.5,52.01,3.55,35.54
1,0.5,54.72,4.18,37.49
1,0.5,52.78,4.39,37.18
1,0.5,55.18,4.66,34.97
1,0.5,52.4,4.42,37.42
1,0.5,56.21,4.08,36.16
1,0.5,57.12,3.4,36.04
1,0.5,49.77,4.21,38.16
1,0.5,51.22,3.86,37.96
1,0.5,58.67,2.93,35.17
1,0.5,54.78,5.19,36.87
1,0.5,55.53,3.72,36.48
1,0.5,51.07,4.14,38.1
1,0.5,52.18,4.21,37.27
1,0.5,48.13,3.65,36.05
1,0.5,53.17,3.63,36.78
1,0.5,52,3.34,35.22
1,0.5,49.63,4.34,37.52
1,0.5,58.03,4.21,37.39
1,0.5,53.02,3.76,36.37
1,0.5,52.05,3.84,35.79
1,0.5,55.34,4.51,35.79
1,0.5,49.93,3.1,35.8
1,0.5,54.44,2.84,34.21
1,0.5,54.31,4.16,36.2
1,0.5,53.6,3.3,37.04
1,0.5,52.16,4.57,35.67
1,0.5,54.61,2.63,36.13
1,0.5,56.13,3.96,36.48
1,0.5,50.19,3.84,37.57
1,0.5,48.66,3.87,39.27
1,0.5,49.12,4.29,39.71
1,0.5,50.86,2.99,35.16
1,0.5,52.21,4.25,36.68
1,0.5,53.48,4.2,37.91
1,0.5,45.97,3.56,36.57
1,0.5,48.13,3.96,37.59
1,0.5,53.1,4.54,36.87
1,0.5,53.5,3.36,38.76
1,0.5,51.89,3.8,37.52
1,0.5,51.72,4.61,34.41
1,0.5,56.9,4.47,37.28
1,0.5,51.43,2.89,39.58
1,0.5,51.45,4.6,35.89
1,0.5,57.27,4.55,37.49
1,0.5,51.58,4.61,35.83
1,0.5,55.88,4.86,34.24
1,0.5,56.98,3.57,39.89
1,0.5,51.6,2.93,37.78
1,0.5,56.11,4.1,34.92
1,0.5,53.85,4.75,36.9
1,0.5,53.39,3.58,38.89
1,0.5,49.79,5.22,35.52
1,0.5,53.12,3.73,37.65
1,0.5,50.03,4.66,36.38
1,0.5,55.7,3.64,37.08
1,0.5,54.32,2.53,39.05
1,0.5,53.92,4.1,34.61
1,0.5,51.99,3.59,34.55
1,0.5,51.43,3.57,36.18
1,0.5,58.14,3.56,37.67
1,0.5,54.46,4.47,36.91
1,0.5,51.94,4.03,36.51
1,0.5,49.13,3.43,38.75
1,0.5,54.73,2.89,35.58
1,0.5,47.62,4.76,38.72
1,0.5,48.99,4,37.13
1,0.5,50.8,3.13,39.86
1,0.5,47.25,4.32,36.29
1,0.5,55.98,3.42,40.02
1,0.5,51.89,3.41,40.11
1,0.5,52.37,3.07,37.01
1,0.5,52.5,3.62,38.14
1,0.5,56.51,4.21,36.56
1,0.5,51.74,4.37,37.79
1,0.5,52.53,4.64,37.41
1,0.5,49.52,4.5,37.21
1,0.5,55.26,4.8,39.56
1,0.5,54.12,4.42,34.9
1,0.5,52.9,4.41,38.15
1,0.5,53.98,2.84,36.45
1,0.5,52.63,4.01,35.12
1,0.5,54.99,3.88,38.12
1,0.5,53.29,3.9,37.4
1,0.5,53.79,3.49,34.23
1,0.5,48.91,3.7,35.95
1,0.5,48.27,4.16,38.16
1,0.5,50.93,3.8,35.51
1,0.5,49.65,5.06,37.32
1,0.5,52.81,3.8,37.13
1,0.5,52.57,3.95,36.65
1,0.5,56.61,4.28,37.22
1,0.5,47.64,3.66,37.96
1,0.5,50.37,3.09,36.33
1,0.5,53.11,3.75,37.88
1,0.5,54.07,3.86,40
1,0.5,52.13,3.8,39.74
1,0.5,50.73,3.1,37.17
1,0.5,49.91,4.17,37.44
1,0.5,48.82,3.51,38.74
1,0.5,48.78,3.75,35.75
1,0.5,51.66,4.32,37.04
1,0.5,48.13,5.41,35.73
1,0.5,49.04,3.61,38.47
1,0.5,55.17,4.2,39.13
1,0.5,51.76,4.03,39.68
1,0.5,52.2,4.04,37.52
1,0.5,51.66,2.96,37
1,0.5,52.83,3.28,36
1,0.5,50.63,4.37,37.23
1,0.5,52.11,3.62,38.26
1,0.5,51.48,3.26,38.9
1,0.5,51.11,3.28,32.73
1,0.5,50.31,4.62,36.85
1,0.5,53.65,4.65,40.56
1,0.5,49.07,3.72,32.35
1,0.5,50.48,4.7,39.57
1,0.5,53.49,3.85,37.28
1,0.5,55.43,4.16,37.67
1,0.5,58.76,4.27,37.35
1,0.5,55.47,4.65,37.06
1,0.5,57.81,4.19,38.37
1,0.5,57.03,4.6,37.43
1,0.5,52.32,3.32,37.93
1,0.5,52.22,4.99,38.52
1,0.5,54.46,4.07,38.1
1,0.5,55.45,4.26,38.55
1,0.5,59.37,4.35,39.6
1,0.5,53.81,3.66,38.06
1,0.5,50.7,3.52,33.96
1,0.5,51.25,4.19,36.38
1,0.5,54.55,3.9,40.47
1,0.5,60.88,4.17,39.16
1,0.5,52.84,3.6,39.46
1,0.5,54.45,3.89,39.75
1,0.5,53.04,4.31,35.84
1,0.5,55.26,3.54,36.97
1,0.5,51.87,3.59,38.96
1,0.5,53.33,4.34,34.94
1,0.5,51.3,3.79,38.24
1,0.5,55.02,3.3,37.78
1,0.5,54.22,4.45,37.34
1,0.5,48.15,4.24,33.93
1,0.5,53.44,5.08,37.55
1,0.5,51.54,3.17,37.04
1,0.5,54.66,4.84,37.72
1,0.5,52.01,3.69,38.57
1,0.5,47.8,3.68,37.11
1,0.5,51.26,2.97,37.16
1,0.5,53.26,4.18,37.38
1,0.5,53.02,3.26,39.69
1,0.5,59.49,4.52,40.25
1,0.5,48.36,4.6,37.97
1,0.5,48.91,3.91,39.43
1,0.5,52.59,4.67,36.22
1,0.5,48.64,3.81,36.76
1,0.5,53.03,4.39,38.58
1,0.5,49.54,2.7,32.8
1,0.5,54.29,3.41,38.67
1,0.5,53.13,3.56,33.63
1,0.5,56.93,3.59,38.46
1,0.5,51.46,3.52,37.2
1,0.5,51.93,4.35,38.06
1,0.5,46.56,3.66,38.04
1,0.5,54.41,3.23,37.65
1,0.5,48.78,3.24,39.45
1,0.5,51.24,4.08,37.91
1,0.5,53.97,3.84,36.47
1,0.5,51.25,3.88,35
1,0.5,54.01,3.52,38.24
1,0.5,53.28,4.75,36.13
1,0.5,49.9,3.07,36.73
1,0.5,52.22,4.53,40.25
1,0.5,52.01,2.65,36.92
1,0.5,53.32,3.75,38.59
1,0.5,48.98,4.5,38.18
1,0.5,49.5,4.69,38.44
1,0.5,54.12,3.64,36.64
1,0.5,54.83,4.53,36.33
1,0.5,48.9,4.38,37.98
1,0.5,53.28,4.02,36.59
1,0.5,53.76,3.99,35.99
1,0.5,58.95,4.25,38.55
1,0.5,53.13,3.79,37.56
1,0.5,50.66,3.92,37.73
1,0.5,51.28,3.48,38.73
1,0.5,53.23,5.12,37.08
1,0.5,54.39,3.84,38.28
1,0.5,56.49,4.58,36.08
1,0.5,53.1,4.86,38.98
1,0.5,51.99,3.74,38.1
1,0.5,53.83,4.17,34.63
1,0.5,48.77,3.47,36.77
1,0.5,52.51,3.52,36.91
1,0.5,52.95,4.59,38
1,0.5,53.35,4.22,36.45
1,0.5,52.28,3.96,36.87
1,0.5,55.02,5.78,35.36
1,0.5,51.68,4.05,35.3
1,0.5,56.53,4.6,36.69
1,0.5,47.38,3.63,36.13
1,0.5,53.18,3.71,36.95
1,0.5,54.83,3.26,38.11
1,0.5,45.41,4.45,36.22
1,0.5,53.48,4.21,35.17
1,0.5,52.25,3.9,34.59
1,0.5,57.31,4.01,40.41
1,0.5,48.9,3.77,36.82
1,0.5,58.79,4.08,35.79
1,0.5,52.32,3.74,39.41
1,0.5,50.52,4.93,36.52
1,0.5,49.74,3.27,33.25
1,0.5,54.93,4.02,39.51
1,0.5,55.73,4.22,40.05
1,0.5,54.54,4.72,38.24
1,0.5,53.6,4.85,38.62
1,0.5,52.93,4.21,35.4
1,0.5,52.24,4.02,36.18
1,0.5,49.47,3.89,39.69
1,0.5,53.3,4.18,36.98
1,0.5,51.53,3.59,35.74
1,0.5,53.14,3.86,38.26
1,0.5,54.39,3.84,35.57
1,0.5,52.08,4.04,36.82
1,0.5,52.35,3.74,39.45
1,0.5,53.08,4.24,38.15
1,0.5,50.96,3.73,36.58
1,0.5,49.53,4.46,36.88
1,0.5,52.94,4.84,36.13
1,0.5,47.32,4.6,37.49
1,0.5,53.06,3.52,37.21
1,0.5,50.72,4.63,34.08
1,0.5,53.39,3.95,38.36
1,0.5,54.04,4.79,37.84
1,0.5,50.26,3.96,38.73
1,0.5,48.85,4.05,38.22
1,0.5,53.61,3.88,39.75
1,0.5,56.04,3.78,36.47
1,0.5,52.07,3.91,36.49
1,0.5,57.75,4.01,38.41
1,0.5,53.18,4.2,37.14
1,0.5,53.32,3.6,37.43
1,0.5,52.16,3.54,37.53
1,0.5,49.57,4.28,37.02
1,0.5,48.53,3.24,36.07
1,0.5,50.69,4.53,37.97
1,0.5,55.71,4.69,37.46
1,0.5,50.77,4.22,33.43
1,0.5,53.4,3.63,37.06
1,0.5,48.46,4.03,35.75
1,0.5,49.9,4.97,37.05
1,0.5,52.36,4.16,39
1,0.5,53.44,4.1,37.77
1,0.5,52.59,3.03,37.87
1,0.5,51.31,4.81,37.76
1,0.5,56.78,4.47,38.29
1,0.5,52.96,3.52,35.34
1,0.5,50.22,3.3,38.38
1,0.5,50.74,4,33.07
1,0.5,49.49,3.83,39.74
1,0.5,52.47,3.74,40.53
1,0.5,54.29,4.25,38.94
1,0.5,50.92,3.16,38.89
1,0.5,50.21,4.3,37.81
1,0.5,53.12,4.46,35.38
1,0.5,50.74,4.08,38.41
1,0.5,54.48,3.37,38.17
1,0.5,50.93,3.73,38.01
1,0.5,56.33,3.24,35.84
1,0.5,54.69,4.25,35.67
1,0.5,54.54,3.71,35.17
1,0.5,52.09,3.98,35.41
1,0.5,55.51,3.58,38.56
1,0.5,54.54,4.44,37.36
1,0.5,55.43,3.82,35.52
1,0.5,56.92,3.49,37.35
1,0.5,52.26,4.38,39.27
1,0.5,48.58,4.68,35.75
1,0.5,54.51,3.85,36.56
1,0.5,47.12,3.62,37.2
1,0.5,55.26,4.42,39.24
1,0.5,52.48,4.57,39.04
1,0.5,50.46,4.43,38.1
1,0.5,50.8,4.32,37.66
1,0.5,51.18,3.63,39.88
1,0.5,48.85,4.35,36.97
1,0.5,54.79,4.32,39.32
1,0.5,55.55,3.67,39.54
1,0.5,50.86,4.35,35.53
1,0.5,50.17,3.83,38.36
1,0.5,51.15,4.1,38.31
1,0.5,46.85,4.32,32.5
1,0.5,54.04,4.69,37.69
1,0.5,55.3,3.46,36.66
1,0.5,53.36,4,35.68
1,0.5,54.78,4.36,38.84
1,0.5,54.24,3.42,35.87
1,0.5,50.54,5,38.3
1,0.5,51.97,2.88,37.65
1,0.5,51.96,4.17,36.08
1,0.5,54.47,4.07,36.88
1,0.5,53.72,4.19,37.93
1,0.5,54.25,4.54,37.27
1,0.5,52.39,3.06,31.89
1,0.5,55.27,4,35.57
1,0.5,50.27,4.23,39.78
1,0.5,50.19,4.11,38.88
1,0.5,49.15,4.77,37.43
1,0.5,55.58,3.41,39.4
1,1,56.06,3.51,37.09
1,1,54.57,4.97,37.96
1,1,56.38,4.12,36.65
1,1,51.78,4.04,40.85
1,1,58.22,3.82,39.15
1,1,52.27,3.95,36.84
1,1,54.9,5.26,40.54
1,1,53.52,4.36,40.21
1,1,57.13,3.95,38.73
1,1,56.03,5.77,36.42
1,1,53.08,4.18,38.92
1,1,55.25,3.78,40.76
1,1,53.83,4.65,39.21
1,1,54.33,5.33,38.25
1,1,58.03,4.98,36.4
1,1,52.56,3.73,37.78
1,1,57.83,3.09,36.33
1,1,56.26,4.92,39.57
1,1,57.27,4.55,36.37
1,1,57.09,4.28,40.05
1,1,50.92,5.21,39.55
1,1,58.48,4.35,39.44
1,1,57.43,3.11,38.59
1,1,56.45,4.87,38.73
1,1,54.75,4.17,38.5
1,1,58.66,5.61,38.83
1,1,56.24,3.95,39.86
1,1,53.72,5.26,37.43
1,1,56.37,4.11,40.09
1,1,56.16,4.13,40.89
1,1,49.84,5.5,36.51
1,1,56.32,3.96,35.91
1,1,55,3.87,40.96
1,1,52.72,4.51,39.42
1,1,52.42,4.89,36.19
1,1,56.11,5.04,37.25
1,1,52.68,4.9,39.73
1,1,57.58,4.23,39.31
1,1,51.49,3.73,39.23
1,1,52.03,4.7,38.74
1,1,55.19,4.85,40
1,1,54.08,4.96,38.5
1,1,53.64,4.85,38.72
1,1,56.82,4.83,37.25
1,1,56.26,5.25,40.1
1,1,56.74,5.06,36.17
1,1,52.47,3.38,40.22
1,1,57.88,4.41,37.49
1,1,55.84,4.47,39.32
1,1,55.71,4.77,39.81
1,1,52.94,5.02,40.58
1,1,53.8,4.78,38.63
1,1,51.97,4.31,37.34
1,1,56.74,4.31,38.71
1,1,56.9,4.89,40.15
1,1,56.89,4.46,37.92
1,1,50.09,4.41,39.43
1,1,54.48,3.61,39.96
1,1,55.69,4.38,37.95
1,1,54.3,4.1,39.63
1,1,53.77,4.59,37.02
1,1,54.06,5.53,38.14
1,1,54.2,4.38,42.16
1,1,55.4,4.14,38.61
1,1,53.72,3.79,38.17
1,1,55.76,3.07,36.42
1,1,51.24,4.37,38.83
1,1,53.36,3.94,40.33
1,1,53.84,3.91,38.35
1,1,55.68,5.96,37.7
1,1,55.15,4.62,39.43
1,1,58.19,4.84,36.9
1,1,51.4,3.4,37.94
1,1,58.28,4.9,40.66
1,1,56.91,4.36,38.06
1,1,55.66,3.89,37.76
1,1,51.54,5.52,39.27
1,1,55.71,4.75,41.82
1,1,58.62,3.86,39.24
1,1,55.51,4.46,35.55
1,1,51.93,4.44,39.92
1,1,55.59,4.86,38.63
1,1,56.07,5.09,37.59
1,1,52.5,5.4,37.97
1,1,54.71,3.68,39.35
1,1,54.35,3.64,36.61
1,1,57.22,5.16,35.92
1,1,57.97,4.95,39.83
1,1,53.41,5.19,40.43
1,1,56.9,5.09,40.16
1,1,50.35,4.79,37.04
1,1,51.27,4.71,40.67
1,1,54.59,3.48,40.66
1,1,53.31,4.76,39.84
1,1,55.65,5.12,39.3
1,1,58.18,4.29,37.86
1,1,53.57,4.02,40.86
1,1,53.43,3.98,38.83
1,1,57.28,4.59,39.1
1,1,56.14,4.91,38.42
1,1,54.19,5.83,37.06
1,1,59.54,4.95,37.61
1,1,51.89,3.69,38
1,1,53.73,4.31,37.57
1,1,55.34,4.45,37.67
1,1,53.73,4.27,36.85
1,1,54.88,4.72,35.3
1,1,49.85,6.09,37.91
1,1,54.09,6.05,38.43
1,1,54.64,5.12,41.3
1,1,56.93,4.51,36.91
1,1,56.54,3.28,36.27
1,1,56.92,4.12,37.97
1,1,53.73,4.81,40.73
1,1,56.17,5.21,36.19
1,1,51.49,4.62,39.64
1,1,56.56,5.41,40.04
